comparison_id,canonical_id,local_observation_id,external_observation_id,price_type,semantic_key,local_value,external_value,local_unit,external_unit,local_temporal_status,external_temporal_status,comparison_status,difference_amount,difference_percent,resolution,resolution_reason,requires_manual_review
comp_0018,can_58c471e76647,obs_0037,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0019,can_58c471e76647,obs_0033,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,35000.0,40000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,14.285714285714285,resolved,Audit match: historical_difference,False
comp_0020,can_58c471e76647,obs_0037,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0021,can_58c471e76647,obs_0034,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0022,can_58c471e76647,obs_0037,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0023,can_1a46f7a6372c,obs_0042,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,30000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,20000.0,40.0,resolved,Audit match: historical_difference,False
comp_0024,can_1a46f7a6372c,obs_0046,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,29995.5,666566.6666666667,unresolved,Audit match: different_current_price,True
comp_0025,can_1a46f7a6372c,obs_0048,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,27974.0,1380.750246791708,unresolved,Audit match: different_current_price,True
comp_0026,can_1a46f7a6372c,obs_0049,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277748888.0,99.99996308954256,unresolved,Audit match: different_current_price,True
comp_0027,can_1a46f7a6372c,obs_0042,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,150000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,100000.0,200.0,resolved,Audit match: historical_difference,False
comp_0028,can_1a46f7a6372c,obs_0046,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,149995.5,3333233.333333333,unresolved,Audit match: different_current_price,True
comp_0029,can_1a46f7a6372c,obs_0048,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,147974.0,7303.751233958539,unresolved,Audit match: different_current_price,True
comp_0030,can_1a46f7a6372c,obs_0049,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277628888.0,99.9998154477127,unresolved,Audit match: different_current_price,True
comp_0031,can_1a46f7a6372c,obs_0039,obs_ext_0020,parking,can_1a46f7a6372c_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,recent_external_unverified,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0032,can_1a46f7a6372c,obs_0039,obs_ext_0021,parking,can_1a46f7a6372c_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0033,can_5dd47abc65d1,obs_0057,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,45000.0,30000.0,per_group,per_person,historical,recent_external_unverified,historical_difference,15000.0,33.33333333333333,resolved,Audit match: historical_difference,False
comp_0034,can_5dd47abc65d1,obs_0058,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,30000.0,30000.0,per_person,per_person,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
