source_record_id,source,source_place_id,name,normalized_name,address,city_regency,district,village,latitude,longitude,categories,rating,review_count,phone,website,price_min,price_max,currency,price_notes,opening_hours,business_status,facilities,source_url,collected_at,classification,classification_confidence,classification_signals,classification_reason,dedup_cluster_id,dedup_reason,raw_payload_path,query_region
apify_google_maps_ChIJEQRIuAbRQC4RgTjgYnHdd2k,apify_google_maps,ChIJEQRIuAbRQC4RgTjgYnHdd2k,Rumah Pak Ikhsan,rumah pak ikhsan,"Jl. Gn. Betung No.3, Beringin Raya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35155, Indonesia",Kota Bandar Lampung,"Beringin Raya, Kecamatan Kemiling",,-5.4024966,105.2036819,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=rumah%20pak%20ikhsan&query_place_id=chijeqriuabrqc4rgtjgynhdd2k,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20Pak%20Ikhsan&query_place_id=ChIJEQRIuAbRQC4RgTjgYnHdd2k,2026-07-13T02:43:49.296Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJLdgjfQDbQC4R3TFBf2ZhGWY,apify_google_maps,ChIJLdgjfQDbQC4R3TFBf2ZhGWY,Ovy Homestay Kedaton,ovy homestay kedaton,"Gg. Garuda No.22, Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Labuhan Ratu, Kecamatan Kedaton",,-5.3762914,105.2573681,['rumah wisata'],4.8,19.0,+6281929890033,https://www.google.com/maps/search/?api=1&query=ovy%20homestay%20kedaton&query_place_id=chijldgjfqdbqc4r3tfbf2zhgwy,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Ovy%20Homestay%20Kedaton&query_place_id=ChIJLdgjfQDbQC4R3TFBf2ZhGWY,2026-07-13T02:43:49.405Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJo1VFzTXbQC4RdtpniUROIoY,apify_google_maps,ChIJo1VFzTXbQC4RdtpniUROIoY,Kost Ibu Wiwit,kost ibu wiwit,"Gg. Harapan 2 No.37, Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Labuhan Ratu, Kecamatan Kedaton",,-5.3781019,105.2529826,['rumah wisata'],5.0,5.0,+6281927911094,https://www.google.com/maps/search/?api=1&query=kost%20ibu%20wiwit&query_place_id=chijo1vfztxbqc4rdtpniuroioy,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Wiwit&query_place_id=ChIJo1VFzTXbQC4RdtpniUROIoY,2026-07-13T02:43:49.405Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ22DrKgDbQC4RCT-B1pJZHCI,apify_google_maps,ChIJ22DrKgDbQC4RCT-B1pJZHCI,Rumah Arbian,rumah arbian,"Gg. Cerme No.15/27, Gn. Sulah, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Gunung Sulah, Kecamatan Way Halim",,-5.3881199,105.2673003,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=rumah%20arbian&query_place_id=chij22drkgdbqc4rct-b1pjzhci,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20Arbian&query_place_id=ChIJ22DrKgDbQC4RCT-B1pJZHCI,2026-07-13T02:43:51.148Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJt6H3HsbbQC4RoV6I4DdD1Yc,apify_google_maps,ChIJt6H3HsbbQC4RoV6I4DdD1Yc,Kosan sungai 8,kosan sungai 8,"J76C+MF8, Gg. Sungai 8, Gn. Sulah, Kec. Sukarame, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Gunung Sulah, Kecamatan Sukarame",,-5.3883294,105.271212,['rumah wisata'],4.8,6.0,,https://www.google.com/maps/search/?api=1&query=kosan%20sungai%208&query_place_id=chijt6h3hsbbqc4rov6i4ddd1yc,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Kosan%20sungai%208&query_place_id=ChIJt6H3HsbbQC4RoV6I4DdD1Yc,2026-07-13T02:43:55.364Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ6fnCYACNRy4RxgoFiUL3unE,apify_google_maps,ChIJ6fnCYACNRy4RxgoFiUL3unE,Rumah REJU,rumah reju,"2X4X+R8R, Sedampah Indah, Kec. Balik Bukit, Kabupaten Lampung Barat, Lampung 34874, Indonesia",Kabupaten Lampung Barat,"Sedampah Indah, Kecamatan Balik Bukit",,-4.9928877,103.9982644,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=rumah%20reju&query_place_id=chij6fncyacnry4rxgofiul3une,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20REJU&query_place_id=ChIJ6fnCYACNRy4RxgoFiUL3unE,2026-07-13T03:54:49.719Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_barat/2026-07-13/places.json,lampung_barat
apify_google_maps_ChIJE4ZuXQB7Ry4R2yovzRHIu4Y,apify_google_maps,ChIJE4ZuXQB7Ry4R2yovzRHIu4Y,Base camp wa aing si jonn,base camp wa aing si jonn,"XCC5+49G, Pura Laksana, Kec. Way Tenong, Kabupaten Lampung Barat, Lampung 34884, Indonesia",Kabupaten Lampung Barat,"Pura Laksana, Kecamatan Way Tenong",,-5.0295366,104.4092875,['rumah wisata'],5.0,2.0,,https://www.google.com/maps/search/?api=1&query=base%20camp%20wa%20aing%20si%20jonn&query_place_id=chije4zuxqb7ry4r2yovzrhiu4y,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Base%20camp%20wa%20aing%20si%20jonn&query_place_id=ChIJE4ZuXQB7Ry4R2yovzRHIu4Y,2026-07-13T03:55:05.068Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_barat/2026-07-13/places.json,lampung_barat
apify_google_maps_ChIJMWy3S8ZvQS4RMqFTt_2YaA4,apify_google_maps,ChIJMWy3S8ZvQS4RMqFTt_2YaA4,Pelabuhan tejang,pelabuhan tejang,"3G76+QGR, Tejang Pulau Sebesi, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552, Indonesia",Kabupaten Lampung Selatan,"Tejang Pulau Sebesi, Rajabasa",,-5.9355242,105.5112544,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=pelabuhan%20tejang&query_place_id=chijmwy3s8zvqs4rmqftt_2yaa4,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Pelabuhan%20tejang&query_place_id=ChIJMWy3S8ZvQS4RMqFTt_2YaA4,2026-07-13T03:53:36.031Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJJ8MBrzhvQS4RURMkX8SY4_w,apify_google_maps,ChIJJ8MBrzhvQS4RURMkX8SY4_w,Cottage Krakatau 2,cottage krakatau 2,"3G76+QGX, Tejang Pulau Sebesi, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552, Indonesia",Kabupaten Lampung Selatan,"Tejang Pulau Sebesi, Rajabasa",,-5.9355236,105.5113606,['rumah wisata'],3.4,12.0,+6281226072413,https://www.google.com/maps/search/?api=1&query=cottage%20krakatau%202&query_place_id=chijj8mbrzhvqs4rurmkx8sy4_w,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Cottage%20Krakatau%202&query_place_id=ChIJJ8MBrzhvQS4RURMkX8SY4_w,2026-07-13T03:53:36.031Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJLaZDA1DPQC4RP3Y1gECn9uI,apify_google_maps,ChIJLaZDA1DPQC4RP3Y1gECn9uI,Rumah keluarga wira,rumah keluarga wira,"Jl. Tj. Sari, Tanjungsari, Kec. Natar, Kabupaten Lampung Selatan, Lampung 35362, Indonesia",Kabupaten Lampung Selatan,"Tanjungsari, Kecamatan Natar",,-5.2964052,105.1982563,['rumah wisata'],5.0,2.0,+6285279791388,https://www.google.com/maps/search/?api=1&query=rumah%20keluarga%20wira&query_place_id=chijlazda1dpqc4rp3y1gecn9ui,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20keluarga%20wira&query_place_id=ChIJLaZDA1DPQC4RP3Y1gECn9uI,2026-07-13T03:54:29.241Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJlcRKYyzJQC4RdBuRujTnHSk,apify_google_maps,ChIJlcRKYyzJQC4RdBuRujTnHSk,Rumah Keluarga A. Rojak,rumah keluarga a rojak,"Q6H6+43M, Rulunghelok, Kec. Natar, Kabupaten Lampung Selatan, Lampung 35362, Indonesia",Kabupaten Lampung Selatan,"Rulunghelok, Kecamatan Natar",,-5.2221649,105.2101659,['rumah wisata'],4.7,3.0,,https://www.google.com/maps/search/?api=1&query=rumah%20keluarga%20a.%20rojak&query_place_id=chijlcrkyyzjqc4rdburujtnhsk,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20Keluarga%20A.%20Rojak&query_place_id=ChIJlcRKYyzJQC4RdBuRujTnHSk,2026-07-13T03:54:29.241Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJ7Vy5fFUJQS4RyU0ylBLc3eY,apify_google_maps,ChIJ7Vy5fFUJQS4RyU0ylBLc3eY,TPU desa Karangsari,tpu karangsari,"6PXH+53C, Jl. Trans Ketapang Umbul Dana, Karang Sari, Kec. Ketapang, Kabupaten Lampung Selatan, Lampung 35596, Indonesia",Kabupaten Lampung Selatan,"Karang Sari, Kecamatan Ketapang",,-5.7520652,105.7276475,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=tpu%20desa%20karangsari&query_place_id=chij7vy5ffujqs4ryu0ylblc3ey,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=TPU%20desa%20Karangsari&query_place_id=ChIJ7Vy5fFUJQS4RyU0ylBLc3eY,2026-07-13T03:55:38.896Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJQXFPfz_PQC4RHLFkdt6jX0Y,apify_google_maps,ChIJQXFPfz_PQC4RHLFkdt6jX0Y,Airan,airan,"Jl. H. Mena desa No.1, RW.4, Pemanggilan, Kec. Natar, Kabupaten Lampung Selatan, Lampung 35145, Indonesia",Kabupaten Lampung Selatan,"Pemanggilan, Kecamatan Natar",,-5.3508238,105.2175206,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=airan&query_place_id=chijqxfpfz_pqc4rhlfkdt6jx0y,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Airan&query_place_id=ChIJQXFPfz_PQC4RHLFkdt6jX0Y,2026-07-13T03:56:22.036Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJ_S1POZMdQS4RepSi8Gn6AW8,apify_google_maps,ChIJ_S1POZMdQS4RepSi8Gn6AW8,Langzz,langzz,"CGQW+3XV, desa, Sidoasri, waysari, South Lampung Regency, Lampung 35356, Indonesia",Kabupaten Lampung Selatan,"Sidoasri, waysari",,-5.5622618,105.5474213,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=langzz&query_place_id=chij_s1pozmdqs4repsi8gn6aw8,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Langzz&query_place_id=ChIJ_S1POZMdQS4RepSi8Gn6AW8,2026-07-13T03:56:23.816Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJF9KQgSLjQC4RVk7yzRCZ3S4,apify_google_maps,ChIJF9KQgSLjQC4RVk7yzRCZ3S4,rumah excel,rumah excel,"GH3Q+66R, dusun, benda jaya, desa banyumas, South Lampung Regency, Lampung 35356, Indonesia",Kabupaten Lampung Selatan,"benda jaya, desa banyumas",,-5.4968981,105.5880091,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=rumah%20excel&query_place_id=chijf9kqgsljqc4rvk7yzrcz3s4,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=rumah%20excel&query_place_id=ChIJF9KQgSLjQC4RVk7yzRCZ3S4,2026-07-13T03:56:23.816Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJN0mCwQEfQS4RlXYv-vtQt4Y,apify_google_maps,ChIJN0mCwQEfQS4RlXYv-vtQt4Y,Desa Pardasuka,pardasuka,"FCFG+3W5, Pardasuka, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452, Indonesia",Kabupaten Lampung Selatan,"Pardasuka, Kecamatan Katibung",,-5.5273677,105.4273548,['rumah wisata'],4.8,4.0,,https://www.google.com/maps/search/?api=1&query=desa%20pardasuka&query_place_id=chijn0mcwqefqs4rlxyv-vtqt4y,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Desa%20Pardasuka&query_place_id=ChIJN0mCwQEfQS4RlXYv-vtQt4Y,2026-07-13T03:56:24.133Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJle78F6rFQC4RaJcFHidCARY,apify_google_maps,ChIJle78F6rFQC4RaJcFHidCARY,Ngipoex Ok,ngipoex ok,"J7PW+W88, Jl. Pulau Panggung, Way Hui, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung 35131, Indonesia",Kabupaten Lampung Selatan,"Way Hui, Kecamatan Jati Agung",,-5.3627158,105.2958226,['rumah wisata'],5.0,2.0,+6283184569323,https://www.google.com/maps/search/?api=1&query=ngipoex%20ok&query_place_id=chijle78f6rfqc4rajcfhidcary,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Ngipoex%20Ok&query_place_id=ChIJle78F6rFQC4RaJcFHidCARY,2026-07-13T03:57:17.321Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_selatan/2026-07-13/places.json,lampung_selatan
apify_google_maps_ChIJ56vLSBe_Ry4RoyhpsK-tSFY,apify_google_maps,ChIJ56vLSBe_Ry4RoyhpsK-tSFY,Desa Berdaya Homestay,berdaya homestay,"Jalur Wisata Pekon Mandiri Sejati, Balai Kencana, Kec. Krui Sel., Kabupaten Pesisir Barat, Lampung 34874, Indonesia",Kabupaten Pesisir Barat,"Balai Kencana, Kecamatan Krui Selatan",,-5.2456061,103.9597162,['rumah wisata'],4.9,38.0,+6281379057506,http://berdaya.co/about.html,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Desa%20Berdaya%20Homestay&query_place_id=ChIJ56vLSBe_Ry4RoyhpsK-tSFY,2026-07-13T03:53:00.279Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/pesisir_barat/2026-07-13/places.json,pesisir_barat
apify_google_maps_ChIJLU7_ewDxRi4RlwKNXssFX0M,apify_google_maps,ChIJLU7_ewDxRi4RlwKNXssFX0M,Candra Homestay,candra homestay,"7F37+27, Way Haru, Kec. Bangkunat, Kabupaten Pesisir Barat, Lampung 34883, Indonesia",Kabupaten Pesisir Barat,"Way Haru, Kecamatan Bangkunat",,-5.747475,104.4632354,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=candra%20homestay&query_place_id=chijlu7_ewdxri4rlwknxssfx0m,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Candra%20Homestay&query_place_id=ChIJLU7_ewDxRi4RlwKNXssFX0M,2026-07-13T03:54:35.524Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/pesisir_barat/2026-07-13/places.json,pesisir_barat
apify_google_maps_ChIJv-DNbUSVRy4Rc6oDrW_0YiA,apify_google_maps,ChIJv-DNbUSVRy4Rc6oDrW_0YiA,Homestay Lamban Sindang,homestay lamban sindang,"Jalan lintas barat sumatra, Dusun Batin, Pemerihan, Kec. Krui Sel., Kabupaten Pesisir Barat, Lampung 34874, Indonesia",Kabupaten Pesisir Barat,"Dusun Batin, Pemerihan, Kecamatan Krui Selatan",,-5.2121751,103.9228437,"['rumah wisata', 'hotel']",5.0,62.0,+6285788958074,https://www.google.com/maps/search/?api=1&query=homestay%20lamban%20sindang&query_place_id=chijv-dnbusvry4rc6odrw_0yia,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Homestay%20Lamban%20Sindang&query_place_id=ChIJv-DNbUSVRy4Rc6oDrW_0YiA,2026-07-13T03:55:03.303Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/pesisir_barat/2026-07-13/places.json,pesisir_barat
apify_google_maps_ChIJ3UrOdAOVRy4RwOQYuFji4Zg,apify_google_maps,ChIJ3UrOdAOVRy4RwOQYuFji4Zg,HOMESTAY MAHKOTA KRUI,homestay mahkota krui,"Jl. Jaya Wijaya No.023, Kp. Jawa, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874, Indonesia",Kabupaten Pesisir Barat,"Kampung Jawa, Kecamatan Pesisir Tengah",,-5.1938369,103.9335959,['rumah wisata'],4.9,26.0,+6281377871838,https://www.google.com/maps/search/?api=1&query=homestay%20mahkota%20krui&query_place_id=chij3urodaovry4rwoqyufji4zg,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=HOMESTAY%20MAHKOTA%20KRUI&query_place_id=ChIJ3UrOdAOVRy4RwOQYuFji4Zg,2026-07-13T03:55:10.163Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/pesisir_barat/2026-07-13/places.json,pesisir_barat
apify_google_maps_ChIJwfI88ACVRy4RTxKlGHg3aQE,apify_google_maps,ChIJwfI88ACVRy4RTxKlGHg3aQE,Double cafe,double cafe,"RW5J+WMC, Labuhan jukung, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874, Indonesia",Kabupaten Pesisir Barat,"Labuhan jukung, Kecamatan Pesisir Tengah",,-5.1901781,103.9316371,['rumah wisata'],4.8,4.0,,https://www.google.com/maps/search/?api=1&query=double%20cafe&query_place_id=chijwfi88acvry4rtxklghg3aqe,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Double%20cafe&query_place_id=ChIJwfI88ACVRy4RTxKlGHg3aQE,2026-07-13T03:55:10.163Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/pesisir_barat/2026-07-13/places.json,pesisir_barat
apify_google_maps_ChIJZc6lDgBXPy4RSjfvrNbQPc8,apify_google_maps,ChIJZc6lDgBXPy4RSjfvrNbQPc8,Desa tanjung ratu,tanjung ratu,"4592+QH2, Jl. Palem Tj. Ratu Ilir, Tj. Ratu Ilir, Kec. Way Pengubuan, Kabupaten Lampung Tengah, Lampung 35213, Indonesia",Kabupaten Lampung Tengah,"Tanjung Ratu Ilir, Kecamatan Way Pengubuan",,-4.880384,105.151132,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=desa%20tanjung%20ratu&query_place_id=chijzc6ldgbxpy4rsjfvrnbqpc8,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Desa%20tanjung%20ratu&query_place_id=ChIJZc6lDgBXPy4RSjfvrNbQPc8,2026-07-13T04:22:05.445Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_tengah/2026-07-13/places.json,lampung_tengah
apify_google_maps_ChIJIQxqbQC7QC4RL1uiEcprXJM,apify_google_maps,ChIJIQxqbQC7QC4RL1uiEcprXJM,PERUMAHAN DESA TOTO KATON,perumahan toto katon,"W7P7+C6, Toto Katon, Kec. Punggur, Kabupaten Lampung Tengah, Lampung 34172, Indonesia",Kabupaten Lampung Tengah,"Toto Katon, Kecamatan Punggur",,-5.063001,105.277245,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=perumahan%20desa%20toto%20katon&query_place_id=chijiqxqbqc7qc4rl1uiecprxjm,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=PERUMAHAN%20DESA%20TOTO%20KATON&query_place_id=ChIJIQxqbQC7QC4RL1uiEcprXJM,2026-07-13T04:23:28.447Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_tengah/2026-07-13/places.json,lampung_tengah
apify_google_maps_ChIJFfLSV9SOQC4RnWq7Jcz3Up0,apify_google_maps,ChIJFfLSV9SOQC4RnWq7Jcz3Up0,Homestay Ibu Wastini,homestay ibu wastini,"WMFP+F3P, Raja Basa Lama Satu, Kec. Labuhan Ratu, Kabupaten Lampung Timur, Lampung 34375, Indonesia",Kabupaten Lampung Timur,"Raja Basa Lama Satu, Kecamatan Labuhan Ratu",,-5.0762945,105.6852066,['rumah wisata'],4.2,10.0,+6285382012177,https://www.google.com/maps/search/?api=1&query=homestay%20ibu%20wastini&query_place_id=chijfflsv9soqc4rnwq7jcz3up0,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Homestay%20Ibu%20Wastini&query_place_id=ChIJFfLSV9SOQC4RnWq7Jcz3Up0,2026-07-13T04:21:21.072Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_timur/2026-07-13/places.json,lampung_timur
apify_google_maps_ChIJkdzxoSb9QC4RXcCdXTLqi0Y,apify_google_maps,ChIJkdzxoSb9QC4RXcCdXTLqi0Y,"Negara Batin, Jabung Lampung timur",negara batin jabung timur,"GMVF+V45, Negara Batin, Kec. Jabung, Kabupaten Lampung Timur, Lampung 34384, Indonesia",Kabupaten Lampung Timur,"Negara Batin, Kecamatan Jabung",,-5.4553548,105.6728451,['rumah wisata'],4.3,21.0,,https://www.google.com/maps/search/?api=1&query=negara%20batin%2c%20jabung%20lampung%20timur&query_place_id=chijkdzxosb9qc4rxccdxtlqi0y,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Negara%20Batin%2C%20Jabung%20Lampung%20timur&query_place_id=ChIJkdzxoSb9QC4RXcCdXTLqi0Y,2026-07-13T04:21:32.283Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_timur/2026-07-13/places.json,lampung_timur
apify_google_maps_ChIJkQGIrA-VQC4RX_UzB8oj4nc,apify_google_maps,ChIJkQGIrA-VQC4RX_UzB8oj4nc,Sapuan Family Center,sapuan family center,"RFJ6+CHX, Jl. Desa Jadimulyo, Jadi Mulyo, Kec. Sekampung, Kabupaten Lampung Timur, Lampung 34382, Indonesia",Kabupaten Lampung Timur,"Jadi Mulyo, Kecamatan Sekampung",,-5.1688915,105.4614866,['rumah wisata'],5.0,3.0,,https://www.google.com/maps/search/?api=1&query=sapuan%20family%20center&query_place_id=chijkqgira-vqc4rx_uzb8oj4nc,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Sapuan%20Family%20Center&query_place_id=ChIJkQGIrA-VQC4RX_UzB8oj4nc,2026-07-13T04:23:15.853Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_timur/2026-07-13/places.json,lampung_timur
apify_google_maps_ChIJb9rjLJBXQC4RWxdJz7qoLiM,apify_google_maps,ChIJb9rjLJBXQC4RWxdJz7qoLiM,YOEZ HOMESTAY,yoez homestay,"Jln Lintas timur Desa Karya Makmur Kecamatan labuhan Maringgai, Karya Makmur, Kec. Sukadana, Kabupaten Lampung Timur, Lampung 34198, Indonesia",Kabupaten Lampung Timur,"Karya Makmur, Kecamatan Sukadana",,-5.4197493,105.8013461,['rumah wisata'],4.8,65.0,+628117900098,https://www.google.com/maps/search/?api=1&query=yoez%20homestay&query_place_id=chijb9rjljbxqc4rwxdjz7qolim,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=YOEZ%20HOMESTAY&query_place_id=ChIJb9rjLJBXQC4RWxdJz7qoLiM,2026-07-13T04:23:23.733Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/lampung_timur/2026-07-13/places.json,lampung_timur
